346
1611190207,1382054890
2128632978,266803371
1463871289,1243145680
2010770882,1225060013
748963257,2105437269
1043133246,138282835
474077512,1554132598
1354286035,376333042
601969155,1820744003
2120191474,111100273
991442276,87276964
1157903549,978390831
738210202,1783445118
838427904,1258085990
1605117000,517880104
2017201765,1172542129
987609326,332763727
1674291047,2120512602
1271268563,491433698
1056700905,1170941194
880990898,1491721541
248214247,2136862239
1765112942,2019755136
54866042,1951593303
1335499645,560433185
1403026742,1276001923
1542500698,1113111864
334379400,1523963243
224201340,1150292147
1676076815,1827909818
404767775,752734891
1767426660,231133153
88285504,2018074764
1298157156,141363785
2027325197,1381257079
1252548126,110585456
764093098,949300280
1377593021,1647204382
1986546363,1168524957
1360761535,865938712
1728629075,1034318248
2070069991,1044733814
1262337008,741249842
1777525077,2021981108
2145867973,150377803
1896361262,121026416
962840530,1376274733
766223418,128306006
1871778528,17131094
2048626734,1894521825
721647980,2060985903
2071751752,2101726213
1455368705,1292491286
511958824,593250418
1883002490,834658665
1684900527,1203160030
1937014258,810188102
99330743,1517933174
830148547,722742845
1116279792,1494519309
240599686,1423659695
142979459,1876997393
1632379464,1131571710
1295228572,1535302011
183126861,1249337015
1922909500,1969465268
1267381869,1613723356
144340732,1815126818
1110050143,2115827425
1736848756,2117329369
229341017,1184324659
139028618,1311259308
612960923,693251231
331495804,152702428
1276993990,1395773891
1445641106,1149085683
1048334949,554157425
1653972139,1445471932
1918056444,194804358
469396748,323846995
2144746360,1124140460
410173556,633715474
1059232811,1862918905
2083261807,323340901
665897369,431687571
407933031,861804769
1133377736,1146434070
1265228292,1203758673
1284681077,979203797
1264086470,939178232
800125905,1142576143
258358021,934836616
1951179555,773873817
921180319,713274444
2107234864,846352447
2044554020,915295784
1646480676,1413051760
2120066655,1252684204
774201102,1652796790
252076496,897525664
757473071,8204903
1634288706,845356418
987890860,583886337
15757947,2049384526
1436412780,450263466
160840855,938902647
1078201534,1677702163
1671204737,1002220216
865832438,1622820587
830019566,285408993
941788585,1370037362
363589684,1967028569
534617198,1640120893
1362807740,1867809622
1173851061,12594087
429607570,1779367934
727177300,366610806
181755161,791971002
1655771084,1560485250
2094429403,1367343218
758165870,1019279440
1424345311,1657021397
685561591,1105701373
1984577897,2116262159
1889330669,1117896438
386901765,1298864162
822827223,2114151150
2103220725,1534919355
1792098865,1814743783
310789219,1495253614
1368562244,295431971
875583464,1423868692
20705896,528956568
211775346,711640728
1495997001,879283735
1493932779,1452830835
1675874830,1610159994
1674726770,2069992792
2093175698,854051933
1281516977,1576399471
1803026643,1394029227
2125962600,56004623
1773175969,1278227054
956590710,760509797
410873727,794319452
1147355783,1988510948
1249746030,599225789
2146264621,462783898
143745976,526618
1636365501,156655023
893976027,1272987168
620315157,1010096934
1771447306,1081554577
1770472979,1360150875
439474379,33277933
1589227304,938096931
533276805,881873394
1839710618,2122016663
316953018,819628841
1798176370,889962488
1719849504,1598749195
300817001,701727549
1879411598,1652905477
203134804,1076699041
1611379020,1211992871
1926296816,2092699079
1365170079,1124911954
682473444,530089474
773764069,1115915665
432040963,691671391
1655237722,1743923481
321085418,377645794
1352575795,209308851
1455284142,367922635
906998817,24297957
145880880,1471600781
349833895,746453013
584289165,1442710478
972220167,2066071255
1278168982,118591828
878469773,693823937
1896255502,1374965155
254464764,1644011871
1720410499,1555848498
199449950,1309671143
1348302594,1348520999
387637877,1106554978
1382208413,2123409670
1277713777,2070654853
1496635401,1670152746
197671334,1982695815
169750223,1587131063
1066161991,454746034
1742915183,618767066
540672788,1387246613
1705352954,855176460
1985230329,313499134
1960685265,961463784
1995151625,1093603910
123231029,1856047570
636381998,2046919291
168522685,1744811321
823479009,944843527
1084012904,1390762564
1511728246,608363142
165046701,1049048960
569485854,1755499882
2068404141,1043257604
524123713,309174439
308853163,1947202377
2048580334,1101693433
1015225710,959686984
1751801835,493176134
1510774316,74188742
1293353360,420794628
128308044,184159867
1947473823,1788071477
1033820748,298235690
1814223130,572422549
763702053,121368463
1518216776,352202619
1254522466,2079793293
1222249911,656353993
285740606,229780447
392578640,917477660
437390071,1686027186
784800746,323512299
1954950882,1682172212
1031743581,1356319348
2140493132,330352875
1581552857,1009874161
97459203,1090983618
480105097,2128370481
1249058783,928898024
721729134,1770218451
1376518120,2099184811
1692956033,187534700
429035600,1696427715
1994654614,1082916063
1884920719,1095497842
207485528,1281043869
1829093749,375925699
2130888204,589764505
1546842768,1624011524
1980604241,1499132182
1413975755,457953782
579413063,433399178
687299252,508392614
254793415,163588848
1599738195,1241363077
1554778857,1504326229
1655534959,769843836
1688443187,485688906
2140554800,597316045
2041960345,258573167
1835001244,2096311164
1618882275,1045045290
122917347,300558988
1328264059,1869017151
1107579060,2037824239
581577712,1772530906
1095777429,1370080598
356292695,918614338
1519821748,1259606854
1647719095,2068126632
1441684299,1831115766
1630661515,643607641
1688202631,850642946
1772992557,1059299912
834966159,1645249297
596693351,949576722
1729534825,1722081073
1811614585,1465148238
986555153,1681851419
310531830,386790264
1327612202,533259910
1203493434,1709397603
659835364,1929731598
408598799,285504360
413601141,769878848
1113350805,880997945
1097080597,2121317360
964372515,3935478
465699648,975324634
1504326306,1419758048
675050077,269014146
1034100992,1609813409
1441180887,1779484637
43046080,1521180002
1705949660,1038628104
2079542831,1985453975
949125024,1260978831
740564430,908474388
627672331,2068747559
2131255923,1905954680
442094146,1487538196
645748771,65137310
531948492,1863179053
1999979772,1755701112
757758558,1807729106
999498589,11280519
177575113,1038257429
1859223833,1058648056
1646642565,1741163671
268266715,1027834374
1886735517,1034902443
727038347,1522456683
837819663,1275380476
2079356568,1983585413
1380802930,55948126
1523746793,544435736
991552357,1745855272
977713901,1334995527
1770749021,969013682
1077914917,1725485480
1926988511,434828615
763471443,2045704200
39179514,2068312312
1807928862,2058351241
1549238644,1829400021
1409315470,1033992307
1800530843,1103471549
19269163,1554675349
760549849,1270775734
1374801293,1404051662
1931306132,16444359
374948182,701860432
284032312,455112852
1167211809,579203488
60593528,524278306
1435382681,677678883
663298754,690264882
1248329509,1451956901
271481000,828817793
1483327168,916990998
1614935261,21055326
434396768,1698886555
794116303,489804486
891388540,2035564454
1726636108,1570522198
574495677,500023286
1741696035,1821346901
1941662995,1910594152
59930433,61661011
1761721887,1731550309
901150503,1228775373
